26-05-31 23:12:11.129 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.journalLatest.Repository.UserRepositoryTest], using SpringBootContextLoader 
26-05-31 23:12:18.448 [cluster-ClusterId{value='6a1c72f8a351f8632c616917', description='null'}-ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=1092503800, setName='atlas-azlc8l-shard-0', canonicalAddress=ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017, hosts=[ac-tkvevuv-shard-00-00.2wfvvt9.mongodb.net:27017, ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017, ac-tkvevuv-shard-00-01.2wfvvt9.mongodb.net:27017], passives=[], arbiters=[], primary='ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='euw1-az1'}, Tag{name='cacheState', value='READY'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='EU_WEST_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff0000000000000164, setVersion=49, topologyVersion=TopologyVersion{processId=6a17383e9ac1754d85a54e74, counter=6}, lastWriteDate=Sun May 31 23:12:18 IST 2026, lastUpdateTimeNanos=30476799624500} 
26-05-31 23:12:18.447 [cluster-ClusterId{value='6a1c72f8a351f8632c616917', description='null'}-ac-tkvevuv-shard-00-01.2wfvvt9.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:1, serverValue:166777}] to ac-tkvevuv-shard-00-01.2wfvvt9.mongodb.net:27017 
26-05-31 23:12:18.447 [cluster-rtt-ClusterId{value='6a1c72f8a351f8632c616917', description='null'}-ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:2, serverValue:181362}] to ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017 
26-05-31 23:12:18.447 [cluster-ClusterId{value='6a1c72f8a351f8632c616917', description='null'}-ac-tkvevuv-shard-00-00.2wfvvt9.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:5, serverValue:167192}] to ac-tkvevuv-shard-00-00.2wfvvt9.mongodb.net:27017 
26-05-31 23:12:18.451 [cluster-ClusterId{value='6a1c72f8a351f8632c616917', description='null'}-ac-tkvevuv-shard-00-01.2wfvvt9.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-tkvevuv-shard-00-01.2wfvvt9.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=1092407800, setName='atlas-azlc8l-shard-0', canonicalAddress=ac-tkvevuv-shard-00-01.2wfvvt9.mongodb.net:27017, hosts=[ac-tkvevuv-shard-00-00.2wfvvt9.mongodb.net:27017, ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017, ac-tkvevuv-shard-00-01.2wfvvt9.mongodb.net:27017], passives=[], arbiters=[], primary='ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='euw1-az3'}, Tag{name='cacheState', value='READY'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='EU_WEST_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=49, topologyVersion=TopologyVersion{processId=6a173a9ae8cae516c810b2e0, counter=3}, lastWriteDate=Sun May 31 23:12:18 IST 2026, lastUpdateTimeNanos=30476799624400} 
26-05-31 23:12:18.452 [cluster-ClusterId{value='6a1c72f8a351f8632c616917', description='null'}-ac-tkvevuv-shard-00-00.2wfvvt9.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-tkvevuv-shard-00-00.2wfvvt9.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=1092331900, setName='atlas-azlc8l-shard-0', canonicalAddress=ac-tkvevuv-shard-00-00.2wfvvt9.mongodb.net:27017, hosts=[ac-tkvevuv-shard-00-00.2wfvvt9.mongodb.net:27017, ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017, ac-tkvevuv-shard-00-01.2wfvvt9.mongodb.net:27017], passives=[], arbiters=[], primary='ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='euw1-az2'}, Tag{name='cacheState', value='READY'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='EU_WEST_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=49, topologyVersion=TopologyVersion{processId=6a173937ce104076b302827f, counter=4}, lastWriteDate=Sun May 31 23:12:18 IST 2026, lastUpdateTimeNanos=30476799624400} 
26-05-31 23:12:18.457 [cluster-ClusterId{value='6a1c72f8a351f8632c616917', description='null'}-ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Setting max election id to 7fffffff0000000000000164 from replica set primary ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017 
26-05-31 23:12:18.458 [cluster-ClusterId{value='6a1c72f8a351f8632c616917', description='null'}-ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Setting max set version to 49 from replica set primary ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017 
26-05-31 23:12:18.475 [cluster-ClusterId{value='6a1c72f8a351f8632c616917', description='null'}-ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017 
26-05-31 23:12:20.017 [main] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:7, serverValue:181716}] to ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017 
26-05-31 23:12:21.677 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@39ace1a7, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1930a804, org.springframework.security.web.context.SecurityContextPersistenceFilter@2bdb5e0f, org.springframework.security.web.header.HeaderWriterFilter@223967ea, org.springframework.security.web.authentication.logout.LogoutFilter@5ed31735, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@40f1aa95, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@283a8ad6, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@656ec00d, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@bd4ee01, org.springframework.security.web.session.SessionManagementFilter@5409dfdd, org.springframework.security.web.access.ExceptionTranslationFilter@4d25f816, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@60c96eb4] 
26-05-31 23:12:23.336 [main] INFO  c.j.Repository.UserRepositoryTest - Started UserRepositoryTest in 11.494 seconds (JVM running for 13.975) 
